project,dataset,table,column,fl_reg_apl,fl_atr_pii,nm_atr_pii,fl_atr_sens,fl_atr_mask,fl_meta_conf
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,_dataaging,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,accas,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,accas_sender,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,accasty,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,accasty_sender,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acctg_notif_uuid,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acdoc_copa_eew_dummy_pa,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acdoc_eew_dummy,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acritmtype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acrlogsys,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acrobj_id,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acrobjtype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acrrefobj_id,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acrsobj_id,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,acrvaldat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,afabe,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aging,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aging_incrmnt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anbtr_pn,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anbwa,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anlgr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anlgr2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anlkl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anln1,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anln2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,anln2_pn,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,arbid,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,artpr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aufnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aufnr_org,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aufps,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,augbl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,augdt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,auggj,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,autyp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awitem,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awitem_rev,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awitgrp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aworg,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,aworg_rev,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awref,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awref_rev,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awsys,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awtyp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,awtyp_rev,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_account,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_account_cocode,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_cnsmpn_amount_type,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_cnsmpn_date,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_cnsmpn_period,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_cnsmpn_type,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_cnsmpn_year,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bdgt_relevant,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,belnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,beltp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bemot,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,billm,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,blart,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bldat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,branch_id,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,brsch,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bschl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bstat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bttype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,btype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,budat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bukrs_sender,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bus_trans_item_category,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,buzei,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bwasl_pn,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bwkey,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bwstrat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bwtar,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bzdat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bzdat_pn,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,bzirk,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,cbobjnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,cbracct,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,cbrunid,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,cbttype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,closing_run_id,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,closingstep,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_accasty_n1,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_accasty_n2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_accasty_n3,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_beknz,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_belkz,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_belnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_buzei,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_buzei1,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_buzei2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_buzei5,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_buzei6,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_buzei7,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_mefbtr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_megbtr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_meinh,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_osl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_refbz,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_refbz1,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_refbz2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_refbz5,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_refbz6,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_refbz7,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,co_zlenr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,coco_num,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,csl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,cslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,cslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,dabrz,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,datasource_id,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,depr_period,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,docln,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,docnr_ld,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,drcrk,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,dsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,dslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,dslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,dummy_incl_eew_cobl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,dummy_mrkt_sgmnt_eew_ps,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ebeln,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ebeln_logsys,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ebelp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,egrup,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,eprctr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,equnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,erkrs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,erlkz,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,esl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,eslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,eslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,etype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fbuda,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fcsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fikrs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fipex,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fiscyearper,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fistl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fkart,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fs_product_group,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,fup_action,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gjahr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gkoar,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gkont,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,glaccount_type,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gm_osl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,gslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hbkid,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hkgrp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hktid,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hpeinh,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hpvprs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hrkft,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hsalk3,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hsalkv,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hstprs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hvksal,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,hvkwrt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ilart,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,inv_mov_categ,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,istru,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,jvactivity,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kalnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kblnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kblpos,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kdauf,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kdgrp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kdpos,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kfsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kfsl2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kfsl3,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,koart,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kokrs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,konzs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kpeinh,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kpvprs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ksalk3,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ksalkv,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ksl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kslalt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kslext,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kstprs,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kstrg,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ktogr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ktop2,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ktopl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,ktosl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kunnr,true,true,Identificador,false,true,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kunre,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kunwe,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,kzbws,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,land1,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,last_change_datetime,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,lbkum,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,lifnr,true,true,Identificador,false,true,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,linetype,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,logsyso,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,logsysp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,lokkt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,lstar,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mat_kdauf,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mat_kdpos,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mat_lifnr,true,true,Identificador,false,true,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mat_ps_posid,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mat_pspnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,matkl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,matkl_mm,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,matnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,matnr_copa,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,maufnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,measure,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mfsl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mig_docln,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mig_source,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mlast,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mlcateg,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mlposnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mlptyp,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,movcat,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,msl,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,muvflg,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,mwskz,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,netdt,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,nplnr,true,false,NA,false,false,true
eva-prj-prd-trusted-data-bt,tru_aecorsoft_sap_cdc,acdoca,nplnr_vorgn,true,false,NA,false,false,true
